Arabic,English
تركتِ,You left
شرطيا,policeman
تبًّا,Damn it
بسر,Secretly
برمّته,All in all
باميلا,Pamela
يخطئ,makes mistakes
جامع,mosque
نغني,We sing
وأخبرهم,And tell them
تبذل,You are making an effort
الخياطة,sewing
النبي,The Prophet
الإئتمانية,Credit
وضعتني,You put me
محركات,Engines
اكلت,I ate
تعيسة,unhappy
إمبراطورية,empire
اجهزة,Devices
أُخبرُك,I tell you
المحاكم,Courts
المعايير,Standards
جادّ,serious
وخرجت,And I went out
المنوية,sperm
ساحرات,witches
مزق,rip
جيلي,jelly
كارت,card
وفعل,And he did
كاشف,detector
اشترت,bought
الإستراحة,rest
بالنفس,By the soul
حمدا,Thank you
اوليفيا,Olivia
رسائلك,Your messages
الريش,feathers
ليموزين,limousine
للرد,To reply
شغب,riot
مزيدا,More
طاقتي,My energy
بطرس,Peter
الإبرة,needle
لتخرج,To go out
الحصانة,Immunity
يشترون,They buy
للضوء,to the light
لموت,To die
سيرة,biography
سينجو,will survive
الهرم,The pyramid
شيم,Shim
نصلح,We fix
سواي,Other than me
جهازك,Your device
أمكم,Your mother
يتواصل,Continues
سيرسل,Will send
المحاسبة,accounting
أنطلق,Go
مهتمه,Interested
أموالاً,money
وثانياً,Secondly
امرك,Your order
وتحاول,And trying
محترفين,Professionals
بطريقي,On my way
النرد,dice
مرافق,amenities
خدعتك,I tricked you
تطرد,Expel
التحتية,Infrastructure
صريحا,Frankly
قَد,may
ثلاجة,refrigerator
بإنتظار,Waiting
دافي,Warm
بيترا,Petra
اخرجا,Get out
يجهز,Prepare
المسير,The path
الاصوات,Sounds
رئيسنا,Our president
وتخرج,And graduate
تمتلكين,You have
مربوطة,Tied
المرفأ,The port
الجمل,camel
فضية,silver
نيلي,Indigo
أننـي,I am
النزاع,conflict
الشراكة,Partnership
للأولاد,For boys
الشرطى,policeman
تحته,Under it
طوق,collar
دورين,Two floors
ديفي,Davy
جوون,June
البندق,hazelnut
توسيع,expansion
مخطأ,Wrong
إحياء,alive
حروق,burns
منَ,from
طريقةً,road
الإختطاف,kidnapping
ممتازاً,Excellent
حرا,Free
يرحلون,They leave
كيلى,Kelly
بسرطان,with cancer
المتوحش,The Savage
حضوري,My presence
ومكان,And place
الامرأة,woman
روكى,Rocky
الخفاء,concealment
إلامَ,the mom
الفعلية,actual
بغرض,For the purpose of
يعطى,given
أخيكِ,Your brother
إحتمالية,probability
إحتفال,to celebrate
محبوس,imprisoned
التاريخية,Historical
أثبتت,Proven
أخلوا,They evacuated
أعينهم,Their eyes
إختبارات,Tests
قميصه,His shirt
حددنا,We have identified
غش,to cheat
السيئه,The bad
ايف,Eve
لستما,You are not
قدمى,My feet
المكافأة,Reward
يومها,That day
سنراك,We will see you
أوزوالد,Oswald
كرس,dedicated
بئر,a well
احضرها,Bring it
وقتلت,And killed
صناعات,Industries
للباب,To the door
لعملك,For your business
حـال,Condition
تحملت,I endured
الخفافيش,bats
المكسور,Broken
ينفد,Running out
مارسيل,Marcel
العذر,Excuse
جعلوني,They made me
لكثير,For many
المدّعي,prosecutor
موتهم,Their death
الساقين,legs
تقودين,You are driving
ضربا,beating
بحوزة,In possession
تبقّى,Remaining
شعلة,flame
حبات,beads
للسينما,For cinema
أختبئ,I hide
البراءة,Innocence
النماذج,Models
جلبتها,I brought it
نبيلة,Nabila
سكيب,Skip
سأخسر,I will lose
احلم,dream
اخبرتنى,You told me
يكبرون,They grow up
دعوتها,I invited her
بابو,Babu
منعطف,turn
بيديه,With his hands
الضيافة,Hospitality
العارية,naked
بالظهور,By appearing
يبقيه,Keep it
فولز,Falls
أستوعب,I understand
رُبّما,maybe
للانتقام,For revenge
اخسر,lose
بالتوقيع,By signature
التسلية,entertainment
برفقته,With him
معكى,With you
حداد,Blacksmith
واجبات,Duties
رديء,poor
الـ20,The 20
يغيب,is absent
أخبرتِ,You told
مؤثرة,Influential
روهان,Rohan
صمام,valve
فعلوها,They did it
تأسيس,establishment
رحلته,His journey
الضحيه,The victim
الاخ,Brother
التعزيزات,Reinforcements
تنظروا,Look
حاسم,crucial
انهن,They are
زواجها,Her marriage
فلست,I am not
يجني,Reap
جعلنى,Made me
راتبك,Your salary
بصندوق,In a box
تضييع,Waste
لزوجي,For my husband
سافانا,Savannah
بايرون,Byron
عالماً,scholar
بالتنظيف,By cleaning
أسترخي,relax
بمحادثة,In conversation
واعتقدت,I thought
خضنا,We went through
يمنحك,Gives you
إستخدامها,Use it
هندرسون,Henderson
بربكم,Please
فكرتِ,You thought
خدمه,service
بِل,but rather
بحرق,Burning
تحركات,Movements
داريوس,Darius
بالحركة,By movement
سأعترف,I will confess
يكتمل,Complete
اجتماعات,meetings
الذروة,The climax
شارتك,Your badge
يساعده,Help him
فراشي,My brushes
معقّد,complicated
مفيدا,useful
دراستي,My studies
أقر,I acknowledge
قمصان,shirts
حصولك,You get it
حاسوبك,Your computer
لسانه,His tongue
أراجع,I review
قطعوا,They cut
البراز,stool
أديل,Adele
مكتمل,complete
لكنهما,But they are
ألواح,panels
آذيت,I hurt you
رن,Ring
ليزر,laser
ليعود,To come back
أحمله,I carry it
إسمعيني,Listen to me
الشق,The crack
الفاصل,separator
سنتوقف,We will stop
سأجرب,I will try
ظهيرة,noon
الشيطاني,Satanic
وغيرها,and others
اثنا,Twelve
مكالمه,call
ليصل,To reach
فطر,mushroom
تنسحب,withdraw
إضطراب,disorder
النصية,Textual
الهاربين,fugitives
منشغل,Busy
أجرؤ,I dare
البدنية,Physical
والقتل,And killing
الايمان,Faith
أخلاق,ethics
دلك,knead
المقربة,Close
ذكرياتك,Your memories
السي,The Si
الكلمه,The word
قامو,They did
مجهود,efforts
كرستينا,Christina
بود,Bud
الفيدراليون,Federalists
هيــا,Come on
دينغ,Ding
شميدت,Schmidt
قلقي,My anxiety
سنهتم,We will take care
مايلي,the following
الحطب,firewood
وأطلب,And I ask
أنزف,I bleed
تحتها,Underneath it
بأحدهم,With one of them
اختطفت,kidnapped
تورك,Turk
المبتدئين,Beginners
سلحفاة,turtle
إستقبال,reception
الفرنسيون,French
غيروا,They changed
يتفق,Agree
لاكون,I will be
نتخطى,We skip
ندرس,We study
بإيقاف,Stop
لاشىء,nothing
الدرب,The path
روج,Rouge
عالقين,stranded
اداء,performance
سيلي,Sealy
سيلين,Celine
تشعُر,You feel
كمثل,Like
كولمان,Coleman
الممتاز,Excellent
زوايا,Angles
ولدنا,We were born
هارديسون,Hardison
استثناء,exception
سترغب,You will want
بالمشاكل,With problems
مـ,M
مُقابل,Opposite
بالفيلم,In the movie
الكاثوليكية,Catholicism
والثاني,The second
إلتزام,commitment
تباع,Sold
العش,The nest
يمكنا,We can
الشُرطة,police
ونحنُ,And we
نزيل,guest
المسلح,armed
حيه,Live
ليم,Lime
الضغوط,pressures
مصرفي,banking
للاعلى,Up
أوّلًا,Firstly
شفتيك,Your lips
التقني,Technical
سيحب,will love
متوقفة,Stopped
سفرك,Your travel
تأدية,performance
عليّنا,On us
شنيعة,Heinous
برنامجنا,Our program
خطوه,step
وأنكِ,And you
بحادث,In an accident
ملائماً,Suitable
ولاء,loyalty
الروبوتات,Robots
الصيفي,Summer
الساموراي,samurai
اللذيذ,Delicious
لوحدكِ,Alone
للمركز,To the center
سنتحرك,We will move
بالسؤال,By asking
نطير,We fly
تصطاد,hunting
يقيمون,They reside
جوجو,Jojo
اهدأوا,Calm down
بصفتك,As you
الخونة,traitors
مايلو,Milo
الطيبين,The good ones
طائرتي,My plane
منخفضاً,low
ذاهبٌ,Going
ونريد,We want
لجعلها,to make it
بوجوده,With his presence
الضوئي,Photovoltaic
السنجاب,squirrel
توخي,Be careful
ويني,Where are you?
تزيل,Remove
إثنتان,Two
اختاري,Choose
ستوري,Story
اصوات,Sounds
مولاتي,My lady
لتحمل,to bear
دورثي,Dorothy
أدريانا,Adriana
يتعاملون,They deal
الإنسحاب,withdrawal
لوبوس,Lupus
يراقبنا,Watching us
المقدار,The amount
يتردد,Hesitating
توا,Now
أعيده,I will return it
طبيبه,Doctor
الجاد,Serious
لديهن,They have
بالأخبار,With the news
تاريخي,historic
نادين,Nadine
فيمكننا,We can
نشكرك,Thank you
احببته,I loved him
العقبات,Obstacles
رايلى,Riley
تتصرفي,You act
قهوه,coffee
ستخرجين,You will go out
المناظر,Views
اهدئ,Calm down
حلقي,annular
رفيقتي,My companion
يوصل,Delivers
نيكولاي,Nikolai
تالبوت,Talbot
تزوير,forgery
حقـًا,Really
منحنا,Grant us
دورنا,Our role
الحيوي,Vital
المرجانية,coral
صناعية,Industrial
التنويم,Hypnosis
يوجه,Directs
حاولى,Try
نـعم,Yes
دودج,Dodge
الضائع,The lost
تفادي,avoid
بصراحه,honestly
ثلث,third
رامي,archer
يزيل,Removes
الطاهي,The chef
كa,as a
برأس,With head
أجعلهم,Make them
أحسنتَ,I did well
مقيم,resident
مونتغمري,Montgomery
مستقيمة,straight
لحمل,To carry
تقضين,You spend
تعزيز,Strengthening
ألدينا,We have
جليد,ice
غزال,gazelle
تطرق,Touched on
ترتيبات,Arrangements
معدته,His stomach
نابولي,Naples
.ـ,.-
أنماط,Patterns
الخطّ,The line
متشوق,Excited
وصلتِ,It arrived
فرصةً,an opportunity
وقحاً,rude
إعجابي,My admiration
المائي,Watery
عقلاني,rational
لتو,Just now
اصطدم,collided
قاري,continental
ماكر,cunning
.إن,.that
كأسين,Two cups
متوحش,savage
لاختبار,To test
وفوق,And above
تتكون,It consists of
سيقوله,He will say it
نأسف,We are sorry
دايفد,David
الوقاحة,rudeness
عظيمُ,great
طھظٹ,I woke up
لأصل,For the origin
وعائلتك,and your family
بالكرة,With the ball
ميكا,Mika
أفعلي,Do it
أشغل,I am busy
إئتمان,credit
بِه,With it
تخافوا,Be afraid
نطق,pronunciation
شيفون,Chiffon
العناق,Hugs
اخبرتهم,I told them
اعطيتني,You gave me
بتحطيم,By smashing
يَتكلّمُ,He speaks
ضحكت,I laughed
لآن,because
ستغير,will change
فرداً,Individual
اليلة,Tonight
الناتج,Output
الهلاك,destruction
اصبحنا,We became
تشتعل,It's on fire
تدرب,training
مشى,He walked
تجربته,His experience
عالقاً,stuck
الرائعين,The wonderful ones
مارلي,Marley
بالعملية,In the process
البلدان,countries
لمرّة,Once
عنكما,About you
أتعاطى,I take
نتجادل,We argue
جاده,Serious
ظننتها,I thought it was
أريكم,I show you
كيليان,Killian
هزة,shake
تَحْصلُ,You get
الأخري,Other
إحداثيات,Coordinates
بحماقة,foolishly
تنادي,Calling
بوهانون,Bohannon
تشابه,similarity
مستيقظا,awake
وعدته,I promised him
توقعات,Expectations
السد,The dam
برونكس,Bronx
تلتزم,Committed
تردي,deterioration
الإستمتاع,enjoy
بتفتيش,By inspection
اقبض,Get paid
.إذا,.if
نركب,We ride
أذكره,I remember him
كورديليا,Cordelia
شنغهاي,Shanghai
عوضا,Instead
اتظن,Do you think?
غضباً,Angry
نودّ,We would like to
ماسترز,Masters
ورقم,And number
منتشرة,widespread
ايقافه,Stop it
النخاع,marrow
الخ,etc
يمرون,They pass by
الجدية,Seriousness
تناولها,Eat it
عميلي,My client
ماريس,Maris
بنظرة,With a look
للذِهاب,To go
التذمر,grumbling
لعلّ,perhaps
خمنت,I guessed
سييرا,Sierra
استثمار,investment
تتوقّف,Stop
سؤاله,His question
مقرب,Close
يجدها,finds it
إطعام,feeding
الريث,The raith
وصلتنا,We received it
دموي,bloody
تستمرين,You continue
يدعونني,They call me
الذوق,taste
القذائف,shells
يلقون,They throw
أليشيا,Alicia
لجهاز,For the device
البحارة,sailors
تحميني,Protect me
كثيراَ,a lot
اليومِ,today
إخباركم,Informing you
بوجهك,In your face
ثمَّ,then
تفي,Fulfill
تنتظرون,You are waiting
أنفاسي,My breath
الإجهاد,stress
ابتزاز,blackmail
مجموعتنا,Our group
موني,Money
تضعني,Put me
شأننا,Our business
موافقه,consent
غواصة,submarine
طلال,Talal
البيولوجية,Biological
الألواح,panels
إخرجْ,Get out
السطر,The line
ولأجل,And for
اند,And
شريراً,evil
عيناكِ,Your eyes
سالم,Salem
خاسرة,Loser
الحامض,sour
وحيدين,alone
نسخه,copy
أجبر,forced
جابي,Gaby
خضت,I went through
حبر,ink
بخيرٍ,fine
نتخذ,We take
المذكرات,Notes
الإرهابي,terrorist
بحاجتك,I need you
مايزال,Still
بالقصة,By the story
مهمّ,important
الكاراتيه,Karate
اجرى,He ran
القصف,bombing
بالفوز,By winning
المجموع,the total
بالإهانة,insulting
خنت,I betrayed
إيفلين,Evelyn
إصبعي,My finger
فورست,Forest
تقاليد,traditions
الإعجاب,Admiration
استعراض,review
أفشل,Fail
الزلزال,earthquake
الشفرات,Blades
للشراب,For drinking
جئتم,You came
للشمال,To the north
عاديين,Normal
وبقية,And the rest
قادره,Able
الأعداد,preparation
جزئية,Partial
نضعها,We put it
الطاوله,The table
لصالحي,For my benefit
حكمك,Your judgment
فكرةُ,an idea
عاود,Come back
قدح,glass
مارتى,Marty
تأتون,You come
كلاير,Claire
يعملوا,They work
انتحر,commit suicide
يخفق,Fails
الغول,The ghoul
أعطينى,Give me
بنادق,rifles
